,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
56,2637.0,82.0,40.2,40.7,39.7,41.45,2015-04-13,2015-05-15,1.243781094527363,1.243781094527363,0.2487562189054585,3.109452736318408
57,2409.0,81.0,15.35,15.3,15.1,16.0,2015-04-13,2015-05-15,-0.3257328990227903,1.6286644951140066,0.0,4.23452768729642
58,1904.0,81.0,13.15,13.1,12.85,13.3,2015-04-13,2015-05-15,-0.3802281368821325,2.281368821292781,1.1406844106463905,1.1406844106463905
59,2383.0,81.0,52.6,54.5,49.2,56.3,2015-04-13,2015-05-15,3.6121673003802313,6.463878326996195,2.281368821292768,7.034220532319384
60,3376.0,87.0,95.3,103.0,95.3,106.0,2015-05-18,2015-06-11,8.079748163693612,0.0,0.0,11.227701993704096
61,3023.0,86.0,53.2,62.0,53.2,63.2,2015-05-18,2015-06-11,16.541353383458635,0.0,0.0,18.79699248120301
62,3501.0,86.0,46.9,44.0,43.75,48.0,2015-05-18,2015-06-11,-6.183368869936034,6.716417910447758,2.3454157782516023,2.3454157782516023
63,2455.0,86.0,39.5,44.3,39.2,44.3,2015-05-18,2015-06-11,12.151898734177212,0.7594936708860687,1.7721518987341849,12.151898734177207
64,4919.0,86.0,28.95,26.15,25.25,29.0,2015-05-18,2015-06-11,-9.67184801381693,12.780656303972366,0.1727115716753047,0.1727115716753047
65,3105.0,85.0,45.8,43.3,42.0,49.0,2015-05-18,2015-06-11,-5.458515283842791,8.296943231441043,6.986899563318784,6.986899563318784
66,2108.0,85.0,23.15,25.55,23.15,28.2,2015-05-18,2015-06-11,10.367170626349909,0.0,0.0,21.81425485961124
67,1108.0,83.0,10.95,10.95,10.4,11.35,2015-05-18,2015-06-11,0.0,5.022831050228302,3.652968036529684,3.652968036529684
68,9924.0,83.0,39.1,40.65,39.1,45.1,2015-05-18,2015-06-11,3.96419437340152,0.0,1.918158567774936,15.34526854219949
69,4935.0,83.0,44.1,39.15,37.85,44.9,2015-05-18,2015-06-11,-11.22448979591837,14.17233560090703,1.8140589569160928,1.8140589569160928
70,4506.0,89.0,25.2,26.9,24.45,28.65,2015-06-11,2015-07-09,6.746031746031744,2.9761904761904763,0.0,13.69047619047619
71,1108.0,88.0,10.95,10.4,10.4,10.95,2015-06-11,2015-07-09,-5.022831050228305,5.022831050228302,0.0,0.0
72,2204.0,87.0,24.85,23.55,23.55,24.9,2015-06-11,2015-07-09,-5.231388329979881,5.231388329979882,0.2012072434607531,0.2012072434607531
73,4919.0,86.0,26.15,25.7,25.7,27.3,2015-06-11,2015-07-09,-1.7208413001912004,1.7208413001912015,4.397705544933086,4.397705544933086
74,5533.0,85.0,19.8,19.8,19.6,20.0,2015-06-11,2015-07-09,0.0,1.0101010101010066,1.0101010101010066,1.0101010101010066
75,1452.0,85.0,36.45,30.5,28.75,41.3,2015-06-11,2015-07-09,-16.32373113854596,21.124828532235945,13.30589849108366,13.30589849108366
76,2108.0,84.0,25.55,25.95,24.15,28.4,2015-06-11,2015-07-09,1.5655577299412915,5.479452054794528,0.5870841487279788,11.154598825831693
77,2449.0,82.0,26.9,26.05,25.55,28.0,2015-06-11,2015-07-09,-3.159851301115235,5.018587360594788,4.089219330855024,4.089219330855024
78,1454.0,82.0,11.2,11.8,11.2,14.0,2015-06-11,2015-07-09,5.35714285714286,0.0,25.000000000000007,25.000000000000007
79,9943.0,82.0,58.5,54.5,54.5,61.9,2015-06-11,2015-07-09,-6.837606837606836,6.837606837606838,5.811965811965809,5.811965811965809
80,2515.0,88.0,8.2,8.9,8.12,9.04,2015-07-13,2015-08-14,8.536585365853666,0.9756097560975618,7.3170731707317245,10.24390243902439
81,9924.0,88.0,38.45,42.0,34.95,42.4,2015-07-13,2015-08-14,9.232769830949271,9.102730819245773,1.5604681404421177,10.273081924577362
82,3105.0,86.0,39.7,28.3,25.8,39.8,2015-07-13,2015-08-14,-28.71536523929471,35.012594458438286,0.2518891687657287,0.2518891687657287
83,4919.0,85.0,26.3,24.0,21.9,26.65,2015-07-13,2015-08-14,-8.745247148288971,16.730038022813694,1.3307984790874443,1.3307984790874443
84,3023.0,84.0,53.0,51.6,45.1,53.0,2015-07-13,2015-08-14,-2.641509433962264,14.905660377358489,0.0,0.0
85,4506.0,83.0,27.5,26.1,20.75,27.65,2015-07-13,2015-08-14,-5.09090909090909,24.545454545454547,0.5454545454545403,0.5454545454545403
86,2204.0,82.0,23.8,22.2,20.95,24.75,2015-07-13,2015-08-14,-6.722689075630262,11.974789915966392,3.991596638655459,3.991596638655459
87,1319.0,81.0,30.3,32.6,30.3,33.75,2015-07-13,2015-08-14,7.590759075907583,0.0,0.0,11.386138613861384
88,2464.0,81.0,28.7,26.45,25.65,29.05,2015-07-13,2015-08-14,-7.839721254355403,10.627177700348437,1.219512195121956,1.219512195121956
89,2449.0,81.0,25.95,21.25,19.75,26.3,2015-07-13,2015-08-14,-18.11175337186898,23.892100192678225,1.3487475915221636,1.3487475915221636
90,4935.0,88.0,38.4,39.95,33.05,39.95,2015-08-17,2015-09-11,4.036458333333348,13.932291666666671,0.0,4.036458333333345
91,2204.0,87.0,21.95,23.55,20.25,23.75,2015-08-17,2015-09-11,7.289293849658329,7.744874715261956,0.0,8.200455580865606
92,2492.0,85.0,12.3,12.9,10.15,12.95,2015-08-17,2015-09-11,4.878048780487809,17.479674796747968,0.0,5.284552845528443
93,2345.0,85.0,13.8,14.4,12.85,14.4,2015-08-17,2015-09-11,4.347826086956519,6.884057971014499,0.0,4.347826086956519
94,8021.0,85.0,23.5,24.4,19.5,24.4,2015-08-17,2015-09-11,3.829787234042548,17.02127659574468,0.0,3.8297872340425463
95,3005.0,82.0,21.0,20.55,17.5,21.4,2015-08-17,2015-09-11,-2.1428571428571352,16.666666666666664,1.904761904761898,1.904761904761898
96,2303.0,81.0,11.1,11.5,10.05,11.5,2015-08-17,2015-09-11,3.603603603603611,9.45945945945945,0.4504504504504568,3.603603603603607
97,8086.0,81.0,87.6,88.5,62.5,88.5,2015-08-17,2015-09-11,1.0273972602739878,28.652968036529675,0.0,1.0273972602739792
98,8299.0,81.0,224.5,230.5,201.0,231.0,2015-08-17,2015-09-11,2.6726057906458767,10.46770601336303,0.0,2.89532293986637
99,8249.0,81.0,20.4,20.95,18.55,21.45,2015-08-17,2015-09-11,2.6960784313725616,9.068627450980385,0.0,5.147058823529416
100,2345.0,90.0,14.4,15.6,14.1,15.9,2015-09-11,2015-10-08,8.333333333333325,2.083333333333338,0.0,10.416666666666666
101,3005.0,87.0,20.55,21.15,20.05,21.85,2015-09-11,2015-10-08,2.9197080291970767,2.4330900243309,1.9464720194647132,6.3260340632603445
102,2492.0,85.0,12.9,14.6,12.75,15.0,2015-09-11,2015-10-08,13.178294573643411,1.1627906976744211,0.3875968992247979,16.279069767441857
103,8021.0,84.0,24.4,25.7,23.95,26.85,2015-09-11,2015-10-08,5.327868852459017,1.8442622950819645,0.4098360655737763,10.04098360655739
104,2108.0,84.0,25.1,27.25,24.95,28.0,2015-09-11,2015-10-08,8.565737051792821,0.5976095617529965,0.0,11.553784860557762
105,9904.0,83.0,50.5,48.65,47.55,52.8,2015-09-11,2015-10-08,-3.6633663366336666,5.841584158415848,0.0,4.554455445544549
106,2204.0,82.0,23.55,23.8,23.1,24.2,2015-09-11,2015-10-08,1.0615711252653923,1.910828025477704,2.7600849256900157,2.7600849256900157
107,8086.0,82.0,88.5,80.5,80.5,90.9,2015-09-11,2015-10-08,-9.039548022598876,9.03954802259887,2.711864406779668,2.711864406779668
108,4935.0,82.0,39.95,48.75,39.95,48.75,2015-09-11,2015-10-08,22.02753441802252,0.0,0.0,22.02753441802252
109,3501.0,80.0,46.4,47.3,44.3,47.75,2015-09-11,2015-10-08,1.93965517241379,4.5258620689655205,2.0474137931034546,2.9094827586206926
110,2345.0,89.0,16.2,24.6,16.2,24.6,2015-10-12,2015-11-13,51.85185185185186,0.0,3.08641975308642,51.85185185185187
111,3005.0,87.0,21.5,21.45,21.45,23.2,2015-10-12,2015-11-13,-0.2325581395348885,0.232558139534887,1.3953488372093057,7.906976744186044
112,8049.0,85.0,9.55,9.96,9.46,10.6,2015-10-12,2015-11-13,4.293193717277477,0.9424083769633492,2.198952879581142,10.994764397905747
113,2492.0,85.0,14.8,17.85,14.8,19.0,2015-10-12,2015-11-13,20.608108108108112,0.0,0.0,28.37837837837837
114,9904.0,84.0,48.35,45.0,45.0,48.95,2015-10-12,2015-11-13,-6.928645294725955,6.928645294725959,1.2409513960703231,1.2409513960703231
115,4935.0,84.0,48.4,64.0,48.4,66.8,2015-10-12,2015-11-13,32.231404958677686,0.0,0.0,38.01652892561983
116,8021.0,84.0,26.0,25.1,25.1,27.85,2015-10-12,2015-11-13,-3.4615384615384603,3.4615384615384563,7.11538461538462,7.11538461538462
117,2538.0,83.0,16.35,16.5,16.35,17.5,2015-10-12,2015-11-13,0.917431192660545,0.0,7.033639143730877,7.033639143730877
118,2108.0,83.0,27.8,26.8,26.65,29.0,2015-10-12,2015-11-13,-3.597122302158273,4.1366906474820215,4.316546762589925,4.316546762589925
119,3376.0,82.0,100.0,105.5,92.8,108.5,2015-10-12,2015-11-13,5.499999999999994,7.200000000000002,0.0,8.5
120,2367.0,88.0,11.6,12.5,11.6,13.15,2015-11-16,2015-12-11,7.758620689655182,0.0,1.7241379310344922,13.362068965517247
121,9911.0,87.0,17.9,17.95,17.9,18.7,2015-11-16,2015-12-11,0.2793296089385499,0.0,4.469273743016764,4.469273743016764
122,2605.0,84.0,18.1,17.65,17.6,18.4,2015-11-16,2015-12-11,-2.4861878453038777,2.7624309392265194,1.6574585635358958,1.6574585635358958
123,1532.0,83.0,26.6,25.5,25.5,27.8,2015-11-16,2015-12-11,-4.135338345864669,4.135338345864667,4.5112781954887184,4.5112781954887184
124,2421.0,82.0,16.75,17.2,16.7,18.4,2015-11-16,2015-12-11,2.686567164179099,0.2985074626865714,3.880597014925365,9.850746268656708
125,2428.0,81.0,46.7,52.3,46.7,55.0,2015-11-16,2015-12-11,11.991434689507477,0.0,3.640256959314766,17.773019271948602
126,9924.0,81.0,46.15,43.9,43.9,49.2,2015-11-16,2015-12-11,-4.875406283856987,4.8754062838569885,6.608884073672816,6.608884073672816
127,8049.0,80.0,9.81,10.6,9.2,11.6,2015-11-16,2015-12-11,8.053007135575928,6.2181447502548535,0.0,18.24668705402649
128,5434.0,80.0,52.1,53.2,52.1,54.3,2015-11-16,2015-12-11,2.111324376199608,0.0,2.8790786948176583,4.222648752399224
129,5315.0,80.0,24.1,21.5,21.5,24.65,2015-11-16,2015-12-11,-10.788381742738595,10.788381742738594,2.282157676348536,2.282157676348536
130,2421.0,88.0,17.2,16.8,16.8,18.9,2015-12-11,2016-01-11,-2.3255813953488302,2.3255813953488293,9.883720930232554,9.883720930232554
131,8049.0,83.0,10.6,9.7,9.69,10.85,2015-12-11,2016-01-11,-8.490566037735848,8.58490566037736,2.358490566037736,2.358490566037736
132,2605.0,83.0,17.65,19.8,17.55,20.35,2015-12-11,2016-01-11,12.181303116147312,0.566572237960328,0.0,15.297450424929195
133,2428.0,83.0,52.3,50.3,49.7,55.0,2015-12-11,2016-01-11,-3.824091778202676,4.9713193116634695,5.162523900573619,5.162523900573619
134,3078.0,82.0,22.0,21.1,20.9,23.4,2015-12-11,2016-01-11,-4.09090909090909,5.000000000000006,6.363636363636357,6.363636363636357
135,2495.0,82.0,16.05,17.0,16.05,18.85,2015-12-11,2016-01-11,5.919003115264787,0.0,4.984423676012465,17.44548286604362
136,2367.0,81.0,12.5,11.3,11.3,13.3,2015-12-11,2016-01-11,-9.599999999999998,9.599999999999994,6.400000000000006,6.400000000000006
137,9924.0,81.0,43.9,40.35,40.35,45.8,2015-12-11,2016-01-11,-8.08656036446469,8.086560364464686,4.328018223234621,4.328018223234621
138,8039.0,81.0,37.7,35.4,35.35,39.05,2015-12-11,2016-01-11,-6.10079575596818,6.233421750663133,3.58090185676391,3.58090185676391
139,2492.0,81.0,18.4,17.55,17.55,20.85,2015-12-11,2016-01-11,-4.6195652173912976,4.619565217391293,13.315217391304364,13.315217391304364
140,9911.0,86.0,18.8,18.15,17.55,18.8,2016-01-11,2016-02-03,-3.4574468085106447,6.648936170212766,0.0,0.0
141,9924.0,86.0,40.35,43.25,39.25,44.8,2016-01-11,2016-02-03,7.187112763320935,2.726146220570016,0.9913258983890918,11.028500619578676
142,5434.0,84.0,51.9,54.1,51.6,54.1,2016-01-11,2016-02-03,4.238921001926799,0.5780346820809193,1.5414258188824743,4.238921001926787
143,8049.0,84.0,9.7,10.8,9.4,10.85,2016-01-11,2016-02-03,11.340206185567038,3.0927835051546286,0.1030927835051707,11.85567010309279
