,stock_id,industry
933,8476,26
934,8478,6
935,8481,0
936,8482,13
937,8488,0
938,8499,17
939,8926,0
940,8940,23
941,8996,8
942,9802,6
943,9902,0
944,9904,6
945,9905,0
946,9906,3
947,9907,0
948,9908,0
949,9910,6
950,9911,13
951,9912,15
952,9914,6
953,9917,0
954,9918,0
955,9919,0
956,9921,6
957,9924,13
958,9925,0
959,9926,0
960,9927,0
961,9928,0
962,9929,0
963,9930,26
964,9931,0
965,9933,0
966,9934,13
967,9935,13
968,9937,0
969,9938,0
970,9939,0
971,9940,0
972,9941,0
973,9942,0
974,9943,23
975,9944,0
976,9945,0
977,9946,3
978,9955,26
979,9958,12
980,1240,0
981,1259,23
982,1264,1
983,1268,23
984,1336,7
985,1565,10
986,1569,15
987,1570,8
988,1580,8
989,1584,0
990,1586,8
991,1591,8
992,1593,6
993,1595,7
994,1599,8
995,1742,11
996,1777,10
997,1781,10
998,1784,10
999,1785,17
1000,1788,10
1001,1796,1
1002,1799,10
1003,1813,10
1004,1815,7
1005,2035,12
1006,2061,9
1007,2063,12
1008,2064,12
1009,2065,12
1010,2066,8
1011,2067,8
1012,2070,8
1013,2073,12
1014,2221,0
1015,2230,8
1016,2235,8
1017,2596,3
1018,2640,25
1019,2641,14
1020,2643,14
1021,2718,3
1022,2719,23
1023,2724,23
1024,2726,23
1025,2729,23
1026,2732,23
1027,2734,23
1028,2736,23
1029,2740,23
1030,2743,23
1031,2745,23
1032,2752,23
1033,2754,23
1034,2755,23
1035,2756,23
1036,2916,13
1037,2924,13
1038,2926,27
1039,2937,13
1040,2947,13
1041,3064,27
1042,3066,19
1043,3067,17
1044,3071,15
1045,3073,26
1046,3078,7
1047,3081,18
1048,3083,27
1049,3085,25
1050,3086,27
1051,3088,15
1052,3089,7
1053,3093,17
1054,3095,18
1055,3105,16
1056,3114,7
1057,3115,7
1058,3118,10
1059,3122,16
1060,3128,19
1061,3131,17
1062,3141,16
1063,3147,21
1064,3152,18
1065,3162,8
1066,3163,18
1067,3169,16
1068,3171,13
1069,3176,10
1070,3178,16
1071,3188,3
1072,3191,7
1073,3202,7
1074,3205,10
1075,3206,7
1076,3207,7
1077,3211,15
1078,3213,15
1079,3217,7
1080,3218,10
1081,3219,17
1082,3221,18
1083,3224,20
1084,3226,8
1085,3227,16
1086,3228,16
1087,3230,19
1088,3232,20
1089,3234,18
1090,3236,7
1091,3252,23
1092,3259,16
1093,3260,16
1094,3264,16
1095,3265,16
1096,3268,16
1097,3272,15
1098,3276,7
1099,3284,0
1100,3285,17
1101,3287,15
1102,3288,7
1103,3289,17
1104,3290,7
1105,3293,27
1106,3294,7
1107,3297,19
1108,3303,17
1109,3306,18
1110,3310,7
1111,3313,0
1112,3317,16
1113,3322,7
1114,3323,15
1115,3324,17
1116,3325,15
1117,3332,7
1118,3339,19
1119,3349,15
1120,3354,7
1121,3357,7
1122,3360,20
1123,3362,19
1124,3363,18
1125,3372,16
1126,3373,17
1127,3374,16
1128,3379,8
1129,3388,7
1130,3390,7
1131,3402,17
1132,3426,8
1133,3430,11
1134,3434,19
1135,3438,16
1136,3441,19
1137,3444,20
1138,3455,19
1139,3465,7
1140,3466,18
1141,3479,15
1142,3483,15
1143,3484,7
1144,3489,3
1145,3490,19
1146,3491,18
1147,3492,7
1148,3498,17
1149,3499,18
1150,3508,17
1151,3511,7
1152,3512,3
1153,3516,19
1154,3520,7
1155,3521,15
1156,3522,23
1157,3523,19
1158,3526,7
1159,3527,16
1160,3529,16
1161,3531,19
1162,3537,7
1163,3540,15
1164,3541,17
1165,3546,27
1166,3548,7
1167,3551,26
1168,3552,17
1169,3555,16
1170,3556,16
1171,3558,18
1172,3564,18
1173,3567,16
1174,3570,21
1175,3577,15
1176,3580,17
1177,3581,16
1178,3587,17
1179,3594,15
1180,3597,7
1181,3609,7
1182,3611,15
1183,3615,19
1184,3623,19
1185,3624,7
1186,3625,15
1187,3628,17
1188,3629,27
1189,3630,19
1190,3631,7
1191,3632,18
1192,3646,7
1193,3663,17
1194,3664,18
1195,3666,19
1196,3672,18
1197,3675,16
1198,3680,16
1199,3684,18
1200,3685,8
1201,3687,25
1202,3689,7
1203,3691,19
1204,3693,15
1205,3707,16
1206,3709,15
1207,3710,7
1208,3713,26
1209,4102,10
1210,4105,10
1211,4107,10
1212,4109,10
1213,4111,10
1214,4113,3
1215,4114,10
1216,4116,10
1217,4120,10
1218,4121,10
1219,4123,10
1220,4126,10
1221,4127,10
1222,4128,10
1223,4129,10
1224,4130,10
1225,4131,10
1226,4138,10
1227,4139,10
1228,4147,10
1229,4153,10
1230,4154,0
1231,4157,10
1232,4160,10
1233,4161,10
1234,4162,10
1235,4163,10
1236,4167,10
1237,4168,10
1238,4171,0
1239,4173,10
1240,4174,10
1241,4175,10
1242,4183,10
1243,4188,10
1244,4192,10
1245,4198,10
1246,4205,1
1247,4207,1
1248,4303,2
1249,4304,2
1250,4305,2
1251,4401,5
1252,4402,5
1253,4406,5
1254,4413,5
1255,4416,3
1256,4417,5
1257,4419,5
1258,4420,5
1259,4430,0
1260,4432,5
1261,4433,5
1262,4502,8
1263,4503,8
1264,4506,8
1265,4510,8
1266,4513,8
1267,4523,8
1268,4527,8
1269,4528,8
1270,4529,0
1271,4530,23
1272,4533,8
1273,4534,8
1274,4535,8
1275,4538,8
1276,4541,0
1277,4542,7
1278,4543,8
1279,4549,8
1280,4550,8
1281,4554,17
1282,4556,0
1283,4558,8
1284,4561,8
1285,4563,8
1286,4568,8
1287,4577,17
1288,4580,8
1289,4584,8
1290,4609,13
1291,4702,13
1292,4706,11
1293,4707,11
1294,4711,11
1295,4712,1
1296,4714,11
1297,4716,11
1298,4721,11
1299,4726,10
1300,4728,10
1301,4729,19
1302,4735,10
1303,4736,10
1304,4741,11
1305,4743,10
1306,4744,10
1307,4745,10
1308,4747,10
1309,4754,11
1310,4760,17
1311,4767,11
1312,4768,11
1313,4804,23
1314,4806,27
1315,4903,18
1316,4905,18
1317,4907,3
1318,4908,18
1319,4909,18
1320,4911,10
1321,4923,16
1322,4924,15
1323,4931,15
1324,4933,19
1325,4939,7
1326,4945,16
1327,4946,27
1328,4950,0
1329,4951,16
1330,4953,21
1331,4966,16
1332,4971,16
1333,4972,19
1334,4973,16
1335,4974,7
1336,4979,18
1337,4987,15
1338,4991,16
1339,4995,19
1340,5009,12
1341,5011,12
1342,5013,12
1343,5014,12
1344,5015,12
1345,5016,12
1346,5201,21
1347,5202,21
1348,5205,26
1349,5206,3
1350,5209,0
1351,5210,21
1352,5211,21
1353,5212,21
1354,5213,3
1355,5220,19
1356,5223,15
1357,5227,7
1358,5228,7
1359,5230,19
1360,5236,16
1361,5245,19
1362,5251,19
1363,5263,27
1364,5272,16
1365,5274,16
1366,5276,0
1367,5278,25
1368,5287,25
1369,5289,15
1370,5291,7
1371,5299,16
1372,5301,23
1373,5302,16
1374,5309,7
1375,5310,21
1376,5312,10
1377,5314,16
1378,5315,19
1379,5321,25
1380,5324,3
1381,5328,7
1382,5340,7
1383,5344,16
1384,5345,0
1385,5347,16
1386,5348,18
1387,5351,16
1388,5353,18
1389,5355,7
1390,5356,15
1391,5364,23
1392,5371,19
1393,5381,7
1394,5383,17
1395,5386,15
1396,5392,19
1397,5398,0
1398,5403,21
1399,5410,21
1400,5425,16
1401,5426,15
1402,5432,19
1403,5438,15
1404,5439,7
1405,5443,19
1406,5450,0
1407,5452,17
1408,5455,3
1409,5457,7
1410,5460,7
1411,5464,7
1412,5465,15
1413,5468,16
1414,5474,15
1415,5475,7
1416,5478,27
1417,5481,0
1418,5483,16
1419,5487,16
1420,5488,7
1421,5489,17
1422,5490,15
1423,5493,17
1424,5498,7
1425,5508,3
1426,5511,3
1427,5512,3
1428,5514,3
1429,5516,3
1430,5520,3
1431,5523,3
1432,5529,3
1433,5530,0
1434,5536,17
1435,5543,3
1436,5601,14
1437,5603,14
1438,5604,0
1439,5609,14
1440,5701,23
1441,5703,23
1442,5704,23
1443,5864,24
1444,5878,24
1445,5902,13
1446,5903,13
1447,5904,13
1448,5905,23
1449,6015,24
1450,6016,24
1451,6020,24
1452,6021,24
1453,6023,24
1454,6026,24
1455,6101,27
1456,6103,16
1457,6104,16
1458,6109,18
1459,6111,27
1460,6113,20
1461,6114,7
1462,6118,20
1463,6121,15
1464,6122,8
1465,6123,21
1466,6124,7
1467,6125,19
1468,6126,7
1469,6127,7
1470,6129,16
1471,6130,10
1472,6134,7
1473,6138,16
1474,6140,21
1475,6143,18
1476,6144,27
1477,6146,17
1478,6147,16
1479,6148,21
1480,6150,15
1481,6151,17
1482,6154,20
1483,6156,7
1484,6158,7
1485,6160,15
1486,6161,15
1487,6163,18
1488,6167,19
1489,6169,27
1490,6170,18
1491,6171,3
1492,6173,7
1493,6174,7
1494,6175,7
1495,6179,0
1496,6180,27
1497,6182,16
1498,6185,7
1499,6186,3
1500,6187,17
1501,6188,15
1502,6190,18
1503,6194,7
1504,6195,13
1505,6198,16
1506,6199,0
1507,6203,7
1508,6204,7
1509,6207,7
1510,6208,7
1511,6210,7
1512,6212,3
1513,6217,7
1514,6218,18
1515,6219,3
1516,6220,7
1517,6221,21
1518,6222,19
1519,6223,16
1520,6227,20
1521,6228,15
1522,6229,16
1523,6231,21
1524,6233,16
1525,6234,19
1526,6236,0
1527,6237,16
1528,6240,0
1529,6241,18
1530,6242,10
1531,6244,19
1532,6245,18
1533,6246,19
1534,6248,12
1535,6259,7
1536,6261,16
1537,6263,18
1538,6264,3
1539,6265,20
1540,6266,7
1541,6270,20
1542,6274,7
1543,6275,7
1544,6276,15
1545,6279,7
1546,6284,7
1547,6287,16
1548,6290,7
1549,6291,16
1550,6292,7
1551,6294,27
1552,6404,21
1553,6411,16
1554,6417,18
1555,6418,7
1556,6419,19
1557,6425,8
1558,6432,7
1559,6435,16
1560,6441,15
1561,6446,10
1562,6457,16
1563,6461,10
1564,6462,16
1565,6465,18
1566,6469,10
1567,6470,18
1568,6472,10
1569,6482,27
1570,6485,16
1571,6486,18
1572,6488,16
1573,6492,10
1574,6494,16
1575,6496,10
1576,6499,10
1577,6506,5
1578,6508,0
1579,6509,11
1580,6510,16
1581,6512,17
1582,6514,18
1583,6516,21
1584,6517,19
1585,6523,10
1586,6527,10
1587,6530,18
1588,6532,16
1589,6535,10
1590,6538,7
1591,6542,27
1592,6546,18
1593,6547,10
1594,6548,16
1595,6556,19
1596,6560,19
1597,6561,18
1598,6568,16
1599,6569,10
1600,6570,15
1601,6574,10
1602,6576,10
1603,6577,15
1604,6578,0
1605,6584,7
1606,6588,18
1607,6589,10
1608,6590,21
1609,6593,21
1610,6596,27
1611,6603,8
1612,6609,8
1613,6612,10
1614,6613,17
1615,6615,10
1616,6616,13
1617,6624,26
1618,6629,13
1619,6640,16
1620,6642,7
1621,6643,16
1622,6649,10
1623,6651,16
1624,6654,17
1625,6661,10
1626,6662,10
1627,6664,7
1628,6667,17
1629,6679,16
1630,6680,15
1631,6683,16
1632,6684,16
1633,6690,25
1634,6693,16
1635,6697,21
1636,6703,10
1637,6708,16
1638,6712,10
1639,6716,16
1640,6721,0
1641,6727,7
1642,6728,13
1643,6732,16
1644,6733,10
1645,6735,17
1646,6741,25
1647,6747,10
1648,6751,21
1649,6752,21
1650,6761,7
1651,6762,10
1652,6763,25
1653,6767,10
1654,6788,16
1655,6791,21
1656,6803,26
1657,6804,6
1658,6811,25
1659,6821,7
1660,6823,16
1661,6829,8
1662,6840,17
1663,6841,10
1664,6843,8
1665,6846,1
1666,6855,17
1667,6856,27
1668,6859,19
1669,6865,21
1670,6870,25
1671,6874,21
1672,6877,17
1673,6895,16
1674,7402,19
1675,7556,16
1676,8024,16
1677,8027,8
1678,8032,20
1679,8034,18
1680,8038,7
1681,8040,16
1682,8042,7
1683,8043,7
1684,8044,25
1685,8047,17
1686,8048,18
1687,8049,19
1688,8050,15
1689,8054,16
1690,8059,18
1691,8064,19
1692,8066,13
1693,8067,20
1694,8068,20
1695,8069,19
1696,8071,7
1697,8074,7
1698,8076,15
1699,8077,23
1700,8080,3
1701,8083,8
1702,8084,20
1703,8085,17
1704,8086,16
1705,8087,26
1706,8088,16
1707,8089,18
1708,8091,7
1709,8092,17
1710,8093,7
1711,8096,20
1712,8097,18
1713,8099,21
1714,8107,8
1715,8109,7
1716,8111,19
1717,8121,7
1718,8147,7
1719,8155,7
1720,8171,26
1721,8176,18
1722,8182,7
1723,8183,17
1724,8227,16
1725,8234,15
1726,8240,19
1727,8255,8
1728,8277,16
1729,8279,10
1730,8284,21
1731,8289,7
1732,8291,7
1733,8299,16
1734,8342,0
1735,8349,12
1736,8354,0
1737,8358,7
1738,8383,17
1739,8390,26
1740,8401,0
1741,8403,10
1742,8409,10
1743,8410,15
1744,8415,12
1745,8416,21
1746,8418,0
1747,8420,6
1748,8421,0
1749,8423,26
1750,8424,3
1751,8426,0
1752,8431,17
1753,8432,10
1754,8433,13
1755,8435,0
1756,8436,10
1757,8437,0
1758,8440,26
1759,8444,0
1760,8446,27
1761,8450,27
1762,8455,17
1763,8472,25
1764,8477,25
1765,8489,0
1766,8905,0
1767,8906,0
1768,8908,0
1769,8916,0
1770,8917,0
1771,8921,0
1772,8923,27
1773,8924,6
1774,8927,0
1775,8928,6
1776,8929,0
1777,8930,12
1778,8931,0
1779,8932,0
1780,8933,6
1781,8935,0
1782,8936,0
1783,8937,0
1784,8938,6
1785,8941,13
1786,8942,0
1787,9949,27
1788,9950,2
1789,9951,8
1790,9960,6
1791,9962,12
